modelNumber,idNumber,Rating
"Dell 2017 Inspiron 15.6"" FHD Touchscreen Laptop (A12-9700P, 8GB DDR4 RAM, 1TB HDD, Windows 10)","['amazon', 185L]",1
NX.VDSAA.003,"['bestbuy', 1181L]",1
NX.VDSAA.002,"['bestbuy', 1510L]",1
Men's AL2014 Vented jacket with braid trim 56 Black,"['amazon', 1093L]",1
HP PROBOOK 4520s 15.6 I5 M460 2.53GHZ 4GB RAM 320GB HDD DVD/RW WINDOWS 10 WEBCAM,"['amazon', 1068L]",1
"Toshiba - Satellite Radius 2-in-1 15.6"" 4K Ultra HD Touch-Screen Laptop - Intel Core i7 - 12GB Memory - 1TB Hard Drive - Carbon Gray","['amazon', 848L]",1
W7D58UA#ABL,"['amazon', 344L]",1
UX490UA-XS74-BL,"['bestbuy', 328L, 'amazon', 12L, 'newEgg', 11L]",3
"DELL Laptop Latitude E6430S Intel Core i5 3320M (2.60 GHz) 12 GB Memory 1 TB HDD Intel HD Graphics 4000 14.0"" Windows 10 Pro 64-Bit","['newEgg', 2428L, 'newEgg', 2459L]",2
"15.6"" i5 7200U 12GB 1TB","['newEgg', 231L]",1
DAG-00001,"['bestbuy', 213L, 'amazon', 120L, 'source', 26L]",3
Dell Latitude E6420 i5-2520M 2.5Ghz 8GB 500GB Win 7 Pro COA,"['newEgg', 2468L]",1
"HIDevolution ASUS ROG Strix GL703VD-WB71-HID5 w/ FREE IC Diamond on CPU+GPU - Optimal System Temperatures 17.3"" Ultimate Gaming Laptop (PCIE 1T+1T SSHD/16G RAM/FHD/7700HQ/1050)","['amazon', 1165L]",1
WS637RK298CA,"['staples', 294L]",1
"2016 Asus Premium 15.6"" Full HD High Performance Laptop 2016 Flagship Edition, Intel Core i7-5500U 3GHz, 8GB Ram, 1TB HDD, DVD Burner, HDMI, VGA, Webcam, Windows 10","['amazon', 301L]",1
840 G3 (T6F44UT#ABA),"['newEgg', 161L]",1
ME293LL/A,"['amazon', 1046L]",1
LATITUDE 7480 14 FHD I5-7300U,"['newEgg', 1766L]",1
840EB G4 I5/2.5 2C 14 8GB 256G,"['newEgg', 1771L]",1
X541SA-DB91-CA,"['bestbuy', 590L, 'staples', 224L]",3
X540LA-SB31-CB,"['source', 152L]",1
"Lenovo ThinkPad P50s 20FL000KUS 15.6"" (In-plane Switching (IPS) Technology) Mobile Workstation - Intel Core i7 (6th Gen) i7-6500U Dual-core (2 Core) 2.50 GHz - Black","['newEgg', 341L, 'newEgg', 805L]",2
15-ax250TX,"['flipkart', 39L]",1
MPXU2LL/A,"['bestbuy', 47L]",1
DAL-00001,"['source', 24L]",1
K541UA-Q32-CB,"['bestbuy', 1311L]",1
430 G4 (Y9G06UT#ABA),"['newEgg', 198L]",1
"HIDevolution ASUS ROG Strix GL703VD-WB71-HID16 w/ FREE IC Diamond on CPU+GPU - Optimal System Temperatures 17.3"" Ultimate Gaming Laptop (PCIE 2T+4T SSD/32G RAM/FHD/7700HQ/1050)","['amazon', 1173L]",1
i5368-1692GRY,"['amazon', 352L]",1
810 G3 (L8D29UT#ABA),"['newEgg', 215L]",1
P70 (20ER002KUS),"['newEgg', 126L, 'newEgg', 583L, 'newEgg', 807L, 'newEgg', 1617L, 'newEgg', 2071L]",2
MPXW2C/A,"['bestbuy', 475L]",1
80VB00ACIH,"['snapdeal', 22L]",1
"USED Dell Latitude D610 Laptop Notebook, 2G, 40G","['amazon', 1072L]",1
EliteBook 2170p,"['bestbuy', 22L, 'newEgg', 2430L]",3
V1Q01UT#ABA,"['amazon', 871L]",1
E5-575G-53VG,"['amazon', 287L]",1
"Acer Swift SF314-51-76R9 14"" LCD Notebook - Intel Core i7 i7-6500U Dual-core (2 Core) 2.50 GHz - 8 GB DDR4 SDRAM - 256 GB SSD - Windows 10 Home 64-bit - 1920 x 1080 - In-plane Switching (IPS) Tec","['newEgg', 247L]",1
"15.6"""" i5 5200U 8G 500G Win7Pro","['newEgg', 1323L]",1
PT16AC-00Q04Y,"['bestbuy', 1361L]",1
V2W23UT#ABA,"['newEgg', 187L]",1
"Apple MacBook Pro MB991LLA Intel Core Duo P8700 X2 2.53GHz 4GB 250GB DVD+/-RW, Silver (Refurbished)","['amazon', 1132L]",1
V1Q02UT#ABA,"['newEgg', 172L]",1
"Acer Aspire R11 (R3-131T-C3L9) 11.6"" Convertible Touchscreen Laptop: Intel Celeron Quad Core 1.6G / 4G DDR3 RAM / 64G EMMC Flash Hard Drive / WIFI / Webcam / HDMI / USB 3.0 / Windows 10 Home Premium - Sky Blue","['amazon', 743L]",1
P2520LA-XH71,"['bestbuy', 889L, 'newEgg', 634L, 'newEgg', 922L, 'newEgg', 1984L]",3
4541540,"['amazon', 14L]",1
WT73VR7RM635CA,"['staples', 333L]",1
MJLQ2C/A,"['bestbuy', 40L, 'staples', 97L]",3
M5-P650RP-117,"['bestbuy', 607L]",1
Dell Latitude D410,"['amazon', 491L]",1
FJX-00001,"['amazon', 27L]",1
PS581C-00R019,"['bestbuy', 1236L]",1
"HP EliteBook 840 G3 (V1H25UT#ABA) Laptop Intel Core i7 6600U (2.60 GHz) 8 GB Memory 512 GB SSD Intel HD Graphics 520 14\"" QHD UWVA 2560 x 1440 Windows 7 Professional 64-Bit (Windows 10 Pro downgrade)","['newEgg', 2063L]",1
Dell Inspiron 5559 Notebook (Y566509HIN9WG) (6th Gen Intel Core i5- 8GB RAM- 1TB HDD- 39.62 cm (15.6)- Windows 10- 2GB Graphics) (White),"['snapdeal', 206L]",1
F1M32UT#ABA,"['source', 38L]",1
Probook 6470,"['source', 35L]",1
Asus NB C301SA-E01-CB 13.3 N3160 4G 16G Intel HD Chrome OS Retail,"['newEgg', 335L, 'newEgg', 415L]",2
GL553VE-FY168T,"['flipkart', 294L]",1
MNYG2C/A,"['bestbuy', 905L]",1
"Acer Laptop TravelMate P TMP645-MG-5409 Intel Core i5 4th Gen 4200U (1.60 GHz) 8 GB Memory 128 GB SSD AMD Radeon HD 8750M 14.0"" Windows 7 Professional 64-Bit (available through downgrade rights from W","['newEgg', 2481L]",1
15-BE012TU,"['flipkart', 5L]",1
15-BL018CA,"['bestbuy', 10L, 'bestbuy', 97L]",2
"Newest Lenovo IdeaPad Flagship High Performance 15.6 inch HD Laptop PC, AMD A12-9720P Quad-Core, 8GB RAM, 1TB HDD, DVD RW, Bluetooth 4.1, WIFI, Windows 10","['amazon', 1034L]",1
V2W21UT#ABA,"['newEgg', 748L, 'newEgg', 2499L]",2
MLHA2C/A,"['staples', 418L]",1
NX.GK4AA.006,"['amazon', 28L]",1
15-ay079tx,"['snapdeal', 177L]",1
"HP 15.6"" Touchscreen Laptop - Silver (Intel Core i5-7200U/1TB HDD/8GB RAM/Windows 10)","['newEgg', 515L]",1
"HIDevolution ASUS ROG Strix GL503VD-DB71-HID12 w/ FREE IC Diamond on CPU+GPU - Optimal System Temperatures 15.6"" Ultimate Gaming Laptop (PCIE 1T+2T SSD/32G RAM/FHD/7700HQ/1050)","['amazon', 1168L]",1
T303UA-DH54T,"['bestbuy', 527L, 'amazon', 336L]",3
R554LARH31TWX,"['newEgg', 1681L]",1
MLW82LL/A,"['amazon', 686L]",1
15-be014TU,"['flipkart', 17L]",1
E470,"['snapdeal', 65L]",1
17M-AE011DX,"['amazon', 145L]",1
"Acer Aspire E5-523-66ZW 15.6"" LCD 16:9 Notebook - 1366 x 768 - AMD A-Series A6-9210 Dual-core (2 Core) 2.40 GHz - 8 GB DDR4 SDRAM - 1 TB HDD - Windows 10 Home 64-bit - DVD-Writer - AMD DDR4 SDRAM","['newEgg', 197L]",1
"Lenovo Thinkpad T410 Laptop i5 2.4GHz,  3G DDR3,  250G DVDRW,  Windows 10 HOME , 14""Widescreen, 90 days warranty","['newEgg', 2443L]",1
"2017 ASUS ROG G752VS-XS74K OC Edition Gaming Laptop, 17-inch 120 Hz G-SYNC Full-HD, Intel Core i7-7820HK, GTX 1070, 512GB PCIe SSD, 16GB RAM, Copper Titanium","['walmart', 30L]",1
XPS9560-5611SLV-PCA,"['bestbuy', 69L]",1
V1Q01UT#ABL,"['newEgg', 87L]",1
NX.GCFAA.002,"['amazon', 181L, 'source', 57L]",3
Watt-W09B,"['newEgg', 5L]",1
"HP ProBook 640 G3 - 14"" - Core i7 7600U - 8 GB RAM - 256 GB SSD","['newEgg', 492L]",1
PT573C-0C1023,"['bestbuy', 1404L]",1
MB402LL/A,"['amazon', 429L, 'newEgg', 1963L]",3
20H5009HUS,"['bestbuy', 708L]",1
X540LA-BB51-CB,"['bestbuy', 183L]",1
15-ac157TX,"['snapdeal', 282L]",1
80V7000CUS,"['bestbuy', 1338L]",1
G50-80 (80E503G2IH),"['snapdeal', 123L]",1
"MSI GT73VR Titan (VR Ready) Premium 17.3'' Gaming Laptop PC ( Intel i7 Quad Core, 16GB RAM, 1TB HDD + 128GB SSD, 17.3"" G-Sync FHD 1920 x 1080 Display, NVIDIA GeForce GTX 1070, Win 10)","['newEgg', 1649L]",1
LATITUDE 5580 15IN I5-7200U 8GB,"['newEgg', 181L]",1
6W3DR,"['bestbuy', 829L, 'newEgg', 199L]",3
"Lenovo 20H9000TUS Thinkpad T570 20H9 - Core I7 7600U / 2.8 Ghz - Win 10 Pro 64-Bit - 8 Gb Ram - 256 Gb Ssd Tcg Opal Encryption 2, Nvm Express (Nvme) - 15.6 Inch Ips Touchscreen 1920 X 1080 (Full Hd)","['newEgg', 100L, 'newEgg', 738L]",2
"HP Laptop EliteBook 850 G3 (V1H21UT#ABA) Intel Core i7 6th Gen 6600U (2.60 GHz) 8 GB Memory 256 GB SSD Intel HD Graphics 520 15.6\"" Windows 7 Professional 64-Bit (Windows 10 Pro downgrade)","['newEgg', 810L, 'newEgg', 814L, 'newEgg', 2059L, 'newEgg', 2077L]",2
W0S97UT#ABA,"['amazon', 647L, 'newEgg', 720L, 'newEgg', 1189L]",3
WS60 7RJ-697CA,"['bestbuy', 1057L]",1
NX.VBRAA.001,"['bestbuy', 573L]",1
Lenovo T420 INTEL CORE I5 2nd GEN CPU 4GB RAM / 250GB HDD/ DVD/ WIN 7,"['newEgg', 1967L]",1
NX.VBRAA.005,"['bestbuy', 814L]",1
BG003AU,"['snapdeal', 2L]",1
X6-P770DM-105,"['bestbuy', 1232L]",1
EliteBook 2540p,"['amazon', 166L]",1
14-am020tu,"['snapdeal', 217L]",1
"ASUS ROG Strix GL753VE Premium 17.3'' Business and Gaming Laptop PC ( Intel i7 Quad Core, 16GB RAM, 4TB SSD, 17.3 Inch FHD (1920X1080), NVIDIA GeForce 1050Ti, DVD Burner, WiFi, Win 10 Pro)","['newEgg', 466L]",1
NT.LCEAA.001,"['bestbuy', 684L]",1
Y9F95UTABL,"['bestbuy', 36L]",1
N1C10UA#ABA,"['amazon', 306L, 'newEgg', 1036L]",3
MNQG2LL/A,"['newEgg', 156L]",1
NT.LCEAA.005,"['bestbuy', 965L]",1
MC207LL/A-C,"['newEgg', 1850L]",1
Everki Urbanite Laptop Messenger Bag - 14.1in,"['walmart', 182L]",1
"HP Laptop Spectre X360 Intel Core i7 7500U (2.70 GHz) 16 GB Memory 512 GB SSD Intel HD Graphics 620 13.3"" Touchscreen","['newEgg', 75L]",1
G9-791-79Y3,"['source', 34L]",1
"HP ZBook 17 G3 17.3"" (In-plane Switching (IPS) Technology) Mobile Workstation - Intel Core i7 i7-6700HQ Quad-core (4 Core) 2.60 GHz","['newEgg', 283L]",1
G9-593-77WF,"['bestbuy', 982L]",1
SpiritBook 1 Large,"['newEgg', 45L]",1
Y9F95UTABA,"['bestbuy', 208L]",1
Nintendo 2DS-Electric Blue 2 with Mario Kart 7,"['amazon', 0L]",1
W7B98UA#ABL,"['bestbuy', 201L, 'amazon', 233L]",3
NVIDIA SHIELD Controller - SHIELD Controller Edition,"['amazon', 681L]",1
MSI CX72 7QL-026 I5-7200U 8GB 256GB,"['newEgg', 371L]",1
LATITUDE 3379 13.3IN I5-6300U,"['newEgg', 2490L]",1
GE63VR 7RE-010CA RAI,"['bestbuy', 1253L]",1
UX360CA-AH51T,"['amazon', 308L]",1
"Everki Lunar Laptop Briefcase - 15.6in, Black","['walmart', 195L]",1
T6S98UA#ABL,"['amazon', 300L]",1
DAHD28982,"['bestbuy', 1412L]",1
TP200SA-EDU,"['newEgg', 144L, 'newEgg', 1312L]",2
"HP High Performance 15.6 inch Business Laptop PC (Quad Core AMD Processor, 8GB RAM, 500GB HDD, 15.6 Inch HD 1366 x 768 Display, SuperMulti DVD, Bluetooth, Webcam, Win 10 Pro)","['newEgg', 1030L]",1
HP Chromebook - 11-v010nr (ENERGY STAR),"['walmart', 65L]",1
"Lenovo ThinkPad X270 20K6000QUS 12.5"" LCD Notebook - Intel Core i5 (6th Gen) i5-6300U Dual-core (2 Core) 2.40 GHz - 8 GB DDR4 SDRAM - 256 GB SSD - Windows 7 Professional 64-bit (English) upgradable...","['newEgg', 1695L]",1
"HP 15.6 inch Premium High Performance HD Laptop ( Intel i3 Kaby Lake Processor, 16GB RAM, 2TB HDD, 15.6 Inch HD (1366x768) Display, Wifi, Bluetooth, Win 10 Pro)","['newEgg', 785L]",1
1BT00UT#ABA,"['amazon', 618L]",1
X9U02UT#ABA,"['amazon', 320L]",1
"Apple MacBook Pro 15"" with Touch Bar, 2.8 GHz Core i7, 256 GB SSD, 16 GB, Radeon Pro 555, MacOS","['staples', 241L, 'staples', 359L]",2
MQD32LL/A,"['bestbuy', 0L, 'bestbuy', 138L]",2
EliteBook 2570p,"['amazon', 382L]",1
UX306UA-VB72,"['amazon', 334L]",1
MB403LL/A,"['amazon', 395L]",1
G9-593-71EH,"['bestbuy', 355L, 'amazon', 214L]",3
15-AY169NR,"['staples', 129L]",1
ay554tu,"['snapdeal', 120L]",1
MD712LL/A A,"['newEgg', 1913L]",1
15-AY127CA,"['staples', 60L]",1
"Everki Journey 11-16"" Laptop Trolley Rolling Briefcase","['walmart', 208L]",1
20JM000CUS,"['bestbuy', 271L]",1
43K4P,"['bestbuy', 1367L]",1
"Toshiba Satellite 17.3"" AMD Quad-Core Processor 4GB Memory 750GB Hard Drive DVD±RW Windows 10","['amazon', 906L]",1
"Acer Aspire R5-471T-78VY 14"" Touchscreen LED Notebook - Intel Core i7 i7-6500U Dual-core (2 Core) 2.50 GHz","['newEgg', 376L]",1
"HP Laptop EliteBook 850 G3 (V1H17UT#ABA) Intel Core i5 6200U (2.30 GHz) 4 GB Memory 128 GB SSD Intel HD Graphics 520 15.6"" Windows 7 Professional 64-Bit (Windows 10 Pro downgrade)","['newEgg', 2510L]",1
NX.VDFAA.007,"['bestbuy', 1596L]",1
"MSI GT62VR Dominator (VR Ready) Premium 15.6' G-Sync Display Gaming Laptop PC ( Intel i7-6700HQ Quad Core, 48GB RAM, 1TB HDD + 512GB SSD, 15.6 Inch FHD (1920X1080), NVIDIA GeForce GTX 1060 6G, Win 10)","['newEgg', 2488L]",1
W7B74UA#ABL,"['amazon', 279L]",1
V500CA-DB51T,"['newEgg', 1178L]",1
GS63 7RE-008CA,"['bestbuy', 509L]",1
DAHD29039,"['bestbuy', 1365L]",1
yoga 710,"['amazon', 203L]",1
WE62 7RJ-1838CA,"['bestbuy', 799L, 'bestbuy', 920L]",2
"Samsung Galaxy Book - 12"" - 7th Gen Core i5 - 8 GB RAM - 256 GB SSD","['walmart', 234L]",1
20ET0014US,"['staples', 10L]",1
"HP Laptop ProBook 640 G2 (V1P73UT#ABA) Intel Core i5 6300U (2.40 GHz) 4 GB Memory 500 GB HDD Intel HD Graphics 520 14.0"" Windows 7 Professional 64-Bit with Windows 10 Pro 64-Bit License","['newEgg', 2491L]",1
NX.VAKAA.011,"['bestbuy', 1103L]",1
UX360CA-BBM1-CB-GR,"['bestbuy', 234L]",1
17-u163cl,"['amazon', 1140L]",1
NX.VAKAA.012,"['bestbuy', 1177L]",1
"Lenovo Ultrabook ThinkPad T460s (20F9003GUS) Intel Core i5 6th Gen 6300U (2.40 GHz) 8 GB Memory 256 GB SSD Intel HD Graphics 520 14.0\"" Windows 7 Professional 64-Bit / Windows 10 Pro Downgrade","['newEgg', 705L, 'newEgg', 1150L, 'newEgg', 2017L, 'newEgg', 2067L, 'newEgg', 2068L, 'newEgg', 2285L]",2
G9-593-73N6,"['amazon', 284L]",1
PT385C-04D00D,"['bestbuy', 1309L]",1
"Lenovo Yoga Book ZA150051CA 10.1\"" Touchscreen LCD 2 in 1 Netbook - Intel Atom x5 x5-Z8550 Quad-core (4 Core) 1.44 GHz - 4 GB LPDDR3 - 64 GB Flash Memory - 1920 x 1200 - In-plane Switching (IPS) Tec...","['newEgg', 668L, 'newEgg', 1202L, 'newEgg', 1418L, 'newEgg', 2043L]",2
"ThinkPad Laptop P Series P70 (20ER002KUS) Intel Core i7 6th Gen 6700HQ (2.60 GHz) 16 GB DDR4 Memory 500 GB HDD NVIDIA Quadro M600M 17.3\"" Windows 7 Professional 64-Bit / Windows 10 Pro Downgrade","['newEgg', 690L, 'newEgg', 1615L, 'newEgg', 2025L, 'newEgg', 2075L, 'newEgg', 2083L, 'newEgg', 2284L]",2
X4E2-P750DM-129,"['bestbuy', 1217L]",1
UX501VW-US71T,"['amazon', 273L]",1
UX360CA-BBM1-CB-GD,"['bestbuy', 38L]",1
15-BA025AU (X5Q25PA),"['snapdeal', 38L]",1
G9-792-70DR,"['amazon', 560L]",1
Lenovo T430 INTEL CORE I5 3rd GEN CPU 4GB RAM / 250GB HDD/ DVD/ WIN 7,"['newEgg', 1873L]",1
2DW02UAABL,"['bestbuy', 1421L]",1
A555LF-XX257T,"['flipkart', 199L]",1
NX.GNZAA.002,"['bestbuy', 1306L]",1
MX5R3-P650HSG-133,"['bestbuy', 846L]",1
MX5R3-P650HSG-132,"['bestbuy', 584L]",1
M1V72UA#ABA,"['amazon', 1019L]",1
E403SA-SB91-CB,"['source', 153L]",1
NX.VDVAA.001,"['bestbuy', 1128L]",1
C720-2827,"['newEgg', 47L]",1
GL553VD-FY130T,"['flipkart', 138L]",1
NX.VDVAA.005,"['bestbuy', 1591L]",1
"HP ProBook 450 15.6 inch High Performance Business Laptop PC (Intel i5-6200U, 8GB RAM, 500GB HDD + 128GB SSD, 15.6 Inch HD 1366 x 768 Display, DVD SuperMulti, WiFi, Bluetooth, Win 10 Pro)","['newEgg', 1015L]",1
NP900X3E-K01US,"['newEgg', 190L]",1
"Acer CB3-532-C42P 15.6"" Active Matrix TFT Color LCD Chromebook - Intel Celeron N3060 Dual-core (2 Core) 1.60 GHz - 4 GB LPDDR3 - 16 GB Flash Memory - Chrome OS - 1366 x 768 - ComfyView - Granite Gray","['newEgg', 499L]",1
BBY-3CXF7FX,"['amazon', 227L]",1
P0B79UT#ABA,"['amazon', 1049L]",1
MD711LL/B,"['newEgg', 1762L, 'newEgg', 1910L]",2
MNYJ2LL/A,"['bestbuy', 560L]",1
V2W21UTABL,"['bestbuy', 1205L]",1
"Lenovo ThinkPad P50s 20FL000KUS 15.6\"" (In-plane Switching (IPS) Technology) Mobile Workstation - Intel Core i7 (6th Gen) i7-6500U Dual-core (2 Core) 2.50 GHz - Black","['newEgg', 694L, 'newEgg', 2081L, 'newEgg', 2312L]",2
NX.SHXAA.003,"['amazon', 393L]",1
"HP - 17z Laptop 17.3"" with HD+ Touchscreen ( AMD Dual-Core A6-9220 APU, AMD Radeon R4 Graphics, 8GB RAM, 1TB HDD, 17.3inch touch screen (1600x900), Wi-Fi, Bluetooth, Windows 10 Home ) Silk Gold","['newEgg', 1559L]",1
DELL E6410,"['staples', 49L]",1
PT263C-0XN05J,"['newEgg', 276L, 'source', 22L]",3
X541UJ-BS71-CB,"['bestbuy', 3L, 'bestbuy', 688L]",2
Z1Z76UT#ABL,"['staples', 111L]",1
Y9F96UTABL,"['bestbuy', 85L]",1
"HIDevolution ASUS ROG Strix GL503VD-DB71-HID13 w/ FREE IC Diamond on CPU+GPU - Optimal System Temperatures 15.6"" Ultimate Gaming Laptop (PCIE 1T+4T SSD/32G RAM/FHD/7700HQ/1050)","['amazon', 1225L, 'amazon', 1230L]",2
"Lenovo ThinkPad T560 20FH002CUS 15.6"" (In-plane Switching (IPS) Technology) Notebooks - Intel Core i5 (6th Gen) i5-6300U Dual-core (2 Core) 2.40 GHz - Black","['newEgg', 590L, 'newEgg', 803L, 'newEgg', 2051L]",2
"Lenovo ThinkPad X1 Yoga 20JD000WUS 14"" Touchscreen LCD 2 in 1 Ultrabook - Intel Core i7 (7th Gen) i7-7600U Dual-core (2 Core) 2.80 GHz - 16 GB LPDDR3 - 512 GB SSD - Windows 10 Pro 64-bit (English) ...","['newEgg', 1610L]",1
SMART BUY ELITEBOOK 850 G4,"['newEgg', 1120L]",1
GP62M 7RDX-256CA Leopard,"['amazon', 31L]",1
Complex 11t,"['newEgg', 1892L]",1
"Lenovo 4th Gen ThinkPad X1 Carbon 14\"" IPS Full HD Ultrabook Laptop Computer, Intel Dual Core i7-6600U 2.6GHz CPU, 8GB RAM, 256GB SSD, USB 3.0, HDMI, 802.11ac WIFI, Bluetooth, Windows 7 Professional","['newEgg', 2021L, 'newEgg', 2066L, 'newEgg', 2413L]",2
P2540UA-XS71,"['newEgg', 1441L]",1
"HIDevolution ASUS ROG Strix GL703VD-WB71-HID8 w/ FREE IC Diamond on CPU+GPU - Optimal System Temperatures 17.3"" Ultimate Gaming Laptop (PCIE 256G+1T SSHD/32G RAM/FHD/7700HQ/1050)","['amazon', 1194L]",1
R503U-RH21,"['newEgg', 302L]",1
J9M84UA#ABA,"['amazon', 930L]",1
X555QA-RS11-CB,"['source', 11L]",1
K541UA-Q31-CB,"['bestbuy', 1569L]",1
DAK-00001,"['bestbuy', 872L]",1
K556UQ-Q72-CB,"['newEgg', 329L, 'newEgg', 754L]",2
ThinkPad T440s,"['bestbuy', 45L, 'amazon', 223L, 'amazon', 259L]",3
"ASUS ROG Strix GL753VE Premium 17.3'' Business and Gaming Laptop PC ( Intel i7 Quad Core, 32GB RAM, 1TB HDD + 512GB SSD, 17.3 Inch FHD (1920X1080), NVIDIA GeForce 1050Ti, DVD Burner, WiFi, Win 10 Pro)","['newEgg', 469L, 'newEgg', 1457L]",2
NX.GC2AA.007,"['amazon', 226L]",1
SMART BUY MT20 THINPRO 14IN 4GB/128FL SSD BT 3865U,"['newEgg', 241L]",1
Surface 32GB,"['amazon', 518L]",1
NX.GE6AA.004,"['amazon', 141L]",1
"ThinkPad Ultrabook X1 Carbon (4th Gen) 20FB002RUS Intel Core i5 6th Gen 6200U (2.30 GHz) 8 GB LPDDR3 Memory 256 GB HDD 256 GB SSD Intel HD Graphics 520 14.0\"" Windows 7 Professional 64-Bit / Windows 10","['newEgg', 712L, 'newEgg', 798L, 'newEgg', 1159L]",2
Asus NB K756UA-Q32-CB 17.3 i3-7100U 8G 1TB Intel HD W10 Retail,"['newEgg', 1374L]",1
S7-N170RD-98,"['bestbuy', 636L]",1
N5R96UA#ABL,"['amazon', 1030L]",1
15-ay525tu,"['flipkart', 18L]",1
J5P65UT#ABA,"['newEgg', 220L]",1
I5378-5743GRY,"['bestbuy', 1519L]",1
CB2,"['amazon', 375L]",1
"PlayStation VR Deluxe Bundle 12 Items:VR Start Bundle,PS4 Pro 1TB,8 VR Game Disc Rush of Blood,Valkyrie,Battlezone,Batman,DriveClub,Eagle, RIGS,Resident Evil 7:Biohazard(US Version, Imported)","['amazon', 218L]",1
PT383C-03J00V,"['source', 115L]",1
15-AU118TX,"['snapdeal', 277L]",1
"Lenovo 20HK0013US Thinkpad P71 20Hk - Core I7 7700Hq / 2.8 Ghz - Win 10 Pro 64-Bit - 8 Gb Ram - 500 Gb Hdd - 17.3 Inch Ips 1920 X 1080 (Full Hd) - Quadro M620M / Hd Graphics 630 - Wi-Fi, Bluetooth -","['newEgg', 154L]",1
MMGF2LL/A,"['bestbuy', 124L, 'amazon', 11L, 'staples', 24L, 'newEgg', 37L]",3
COMPTOP-2175,"['amazon', 898L]",1
MMGG2C/A,"['staples', 155L]",1
13-ab016nr,"['amazon', 756L]",1
NX.VCWAA.001,"['newEgg', 443L]",1
AW13R3-7000SLV-PUS,"['bestbuy', 157L]",1
FR TOPSELLER N22-20 CHROME,"['amazon', 638L]",1
i7378-10028GRY,"['bestbuy', 277L, 'bestbuy', 288L]",2
"HP ProBook 6470 14"" Refurbished Laptop with Intel Core i5 3210M 2.5GHz Processor","['walmart', 14L]",1
W2M75UA#ABA,"['amazon', 487L]",1
"Lenovo ThinkPad E470 20H10065US 14"" LCD Notebook - Intel Core i3 (6th Gen) i3-6006U Dual-core (2 Core) 2 GHz - 4 GB DDR4 SDRAM - 500 GB HDD - Windows 7 Professional 64-bit (English) upgradable to W...","['newEgg', 482L]",1
MLW82HN/A,"['flipkart', 150L]",1
"HP ENVY x360 Convertible 15t UHD 4k Touch 2-in-1 Premium Laptop / Tablet (Intel i7 Processor, 32GB RAM, 2TB HDD + 1TB SSD, 15.6"" UHD (3840 x 2160) Touchscreen, Win 10 Pro)","['newEgg', 724L]",1
GL753VD-DS71,"['amazon', 61L, 'staples', 47L]",3
MK4M2LL/A,"['amazon', 256L]",1
"HIDevolution ASUS ROG Strix GL503VD-DB71-HID11 w/ FREE IC Diamond on CPU+GPU - Optimal System Temperatures 15.6"" Ultimate Gaming Laptop (PCIE 1T+1T SSD/32G RAM/FHD/7700HQ/1050)","['amazon', 1143L]",1
R518UA-RS51T,"['bestbuy', 1245L, 'newEgg', 1231L]",3
NX.SHPAA.006,"['amazon', 497L]",1
13-V010CA,"['staples', 161L]",1
GL753VD-Q72SP-CB,"['bestbuy', 360L, 'bestbuy', 556L]",2
"HP ZBook 15u G3 15.6"" Touchscreen Mobile Workstation - Intel Core i7 (6th Gen) i7-6500U Dual-core (2 Core) 2.50 GHz - 8 GB DDR4 SDRAM RAM - 256 GB SSD - AMD FirePro W4190M 2 GB GDDR5 SDRAM - Windows 1","['newEgg', 292L]",1
"Acer NX.GKBAA.012;SF314-51-30W6 14.0"" Traditional Laptop","['newEgg', 1105L]",1
i5577-5328BLK-PUS,"['amazon', 155L]",1
AW15R3-7253SLV-PCA,"['bestbuy', 458L]",1
S400CA-RSI5T18,"['newEgg', 1369L]",1
F5-573-725L,"['staples', 4L]",1
CR7-00001,"['amazon', 235L]",1
"DELL 14"" I5 7200U 4GB 500GB","['newEgg', 360L]",1
"ASUS GL753VE-DS74 17.3-Inch Gaming Laptop GTX 1050Ti 4GB, Intel Core i7-7700HQ, 16GB RAM, 5400RPM 1TB HDD + 256GB, Win 10 Home","['newEgg', 1693L]",1
D550MA-RS01-WH,"['newEgg', 433L]",1
C720-2848,"['amazon', 893L]",1
11-r010nr,"['amazon', 942L]",1
NX.MPRAA.008,"['amazon', 1133L]",1
MX5-P650RS-116,"['bestbuy', 596L]",1
MPTR2C/A,"['bestbuy', 48L]",1
MH2M2LL/A,"['amazon', 523L]",1
GX501VI-XS74,"['bestbuy', 170L, 'amazon', 180L]",3
"Lenovo ThinkPad E560 (20EV002FUS) 15.6"" Notebook - Intel Core i5-6200U - 8GB - 240GB SSD","['amazon', 1032L]",1
1BS56UT#ABA,"['newEgg', 244L, 'newEgg', 1365L]",2
X541SA-QP2-CB,"['newEgg', 396L]",1
UX31A-DH51,"['newEgg', 517L]",1
"Lenovo ThinkPad X1 Carbon 20FB005LUS 14"" (In-plane Switching (IPS) Technology) Ultrabook - Intel Core i7 (6th Gen) i7-6600U Dual-core (2 Core) 2.60 GHz - Business Black","['newEgg', 458L]",1
"HIDevolution ASUS ROG Strix GL503VD-DB71-HID9 w/ FREE IC Diamond on CPU+GPU - Optimal System Temperatures 15.6"" Ultimate Gaming Laptop (PCIE 512G+1T SSHD/32G RAM/FHD/7700HQ/1050)","['amazon', 1149L]",1
